"Date Time","Date Time(RAW)","Percent Available Memory","Percent Available Memory(RAW)","Available Memory","Available Memory(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"12/16/2023 3:30:00 AM - 4:30:00 AM","45275.9583333333","51 %","51.1667","4,210 MB","4414968490.6667","0 %","0.0000","100 %","0000010000"
"12/16/2023 4:30:00 AM - 5:30:00 AM","45276.0000000000","57 %","56.6667","4,639 MB","4864608938.6667","0 %","0.0000","100 %","0000010000"
"12/16/2023 5:30:00 AM - 6:30:00 AM","45276.0416666667","53 %","52.6667","4,317 MB","4526427477.3333","0 %","0.0000","100 %","0000010000"
"12/16/2023 6:30:00 AM - 7:30:00 AM","45276.0833333333","48 %","48.0000","3,934 MB","4125400405.3333","0 %","0.0000","100 %","0000010000"
"12/16/2023 7:30:00 AM - 8:30:00 AM","45276.1250000000","48 %","48.1667","3,955 MB","4147038890.6667","0 %","0.0000","100 %","0000010000"
"12/16/2023 8:30:00 AM - 9:30:00 AM","45276.1666666667","48 %","48.3333","3,970 MB","4162674005.3333","0 %","0.0000","100 %","0000010000"
"12/16/2023 9:30:00 AM - 10:30:00 AM","45276.2083333333","48 %","48.1667","3,960 MB","4152068778.6667","0 %","0.0000","100 %","0000010000"
"12/16/2023 10:30:00 AM - 11:30:00 AM","45276.2500000000","48 %","48.0000","3,953 MB","4144793600.0000","0 %","0.0000","100 %","0000010000"
"12/16/2023 11:30:00 AM - 12:30:00 PM","45276.2916666667","48 %","48.0000","3,948 MB","4139838805.3333","0 %","0.0000","100 %","0000010000"
"12/16/2023 12:30:00 PM - 1:30:00 PM","45276.3333333333","48 %","48.0000","3,950 MB","4142289578.6667","0 %","0.0000","100 %","0000010000"
"12/16/2023 1:30:00 PM - 2:30:00 PM","45276.3750000000","48 %","48.0000","3,948 MB","4139293354.6667","0 %","0.0000","100 %","0000010000"
"12/16/2023 2:30:00 PM - 3:30:00 PM","45276.4166666667","48 %","48.3333","3,958 MB","4150687744.0000","0 %","0.0000","100 %","0000010000"
"12/16/2023 3:30:00 PM - 4:30:00 PM","45276.4583333333","49 %","49.0000","3,992 MB","4185605461.3333","0 %","0.0000","100 %","0000010000"
"12/16/2023 4:30:00 PM - 5:30:00 PM","45276.5000000000","48 %","48.5000","3,976 MB","4169615360.0000","0 %","0.0000","100 %","0000010000"
"12/16/2023 5:30:00 PM - 6:30:00 PM","45276.5416666667","48 %","48.5000","3,975 MB","4167579648.0000","0 %","0.0000","100 %","0000010000"
"12/16/2023 6:30:00 PM - 7:30:00 PM","45276.5833333333","48 %","48.3333","3,966 MB","4158439424.0000","0 %","0.0000","100 %","0000010000"
"12/16/2023 7:30:00 PM - 8:30:00 PM","45276.6250000000","48 %","48.3333","3,967 MB","4159558997.3333","0 %","0.0000","100 %","0000010000"
"12/16/2023 8:30:00 PM - 9:30:00 PM","45276.6666666667","48 %","48.1667","3,948 MB","4139936426.6667","0 %","0.0000","100 %","0000010000"
"12/16/2023 9:30:00 PM - 10:30:00 PM","45276.7083333333","48 %","48.5000","3,978 MB","4170920618.6667","0 %","0.0000","100 %","0000010000"
"12/16/2023 10:30:00 PM - 11:30:00 PM","45276.7500000000","48 %","48.4286","3,973 MB","4166490989.7143","0 %","0.0000","100 %","0000010000"
"12/16/2023 11:30:00 PM - 12:30:00 AM","45276.7916666667","49 %","48.8333","3,985 MB","4178836821.3333","0 %","0.0000","100 %","0000010000"
"12/17/2023 12:30:00 AM - 1:30:00 AM","45276.8333333333","49 %","49.0000","4,002 MB","4196446890.6667","0 %","0.0000","100 %","0000010000"
"12/17/2023 1:30:00 AM - 2:30:00 AM","45276.8750000000","51 %","51.0000","4,173 MB","4376096085.3333","0 %","0.0000","100 %","0000010000"
"12/17/2023 2:30:00 AM - 3:30:00 AM","45276.9166666667","51 %","50.8333","4,159 MB","4361136810.6667","0 %","0.0000","100 %","0000010000"
"12/17/2023 3:30:00 AM - 4:30:00 AM","45276.9583333333","50 %","50.3333","4,128 MB","4328772266.6667","0 %","0.0000","100 %","0000010000"
"12/17/2023 4:30:00 AM - 5:30:00 AM","45277.0000000000","51 %","50.6667","4,135 MB","4335959381.3333","0 %","0.0000","100 %","0000010000"
"12/17/2023 5:30:00 AM - 6:30:00 AM","45277.0416666667","50 %","50.3333","4,124 MB","4324630528.0000","0 %","0.0000","100 %","0000010000"
"12/17/2023 6:30:00 AM - 7:30:00 AM","45277.0833333333","50 %","50.0000","4,119 MB","4319098197.3333","0 %","0.0000","100 %","0000010000"
"12/17/2023 7:30:00 AM - 8:30:00 AM","45277.1250000000","50 %","50.1667","4,119 MB","4319577429.3333","0 %","0.0000","100 %","0000010000"
"12/17/2023 8:30:00 AM - 9:30:00 AM","45277.1666666667","50 %","50.1667","4,118 MB","4317758805.3333","0 %","0.0000","100 %","0000010000"
"12/17/2023 9:30:00 AM - 10:30:00 AM","45277.2083333333","50 %","50.5000","4,131 MB","4332118698.6667","0 %","0.0000","100 %","0000010000"
"12/17/2023 10:30:00 AM - 11:30:00 AM","45277.2500000000","52 %","51.8333","4,237 MB","4442779648.0000","0 %","0.0000","100 %","0000010000"
"12/17/2023 11:30:00 AM - 12:30:00 PM","45277.2916666667","53 %","52.6667","4,301 MB","4509681664.0000","0 %","0.0000","100 %","0000010000"
"12/17/2023 12:30:00 PM - 1:30:00 PM","45277.3333333333","53 %","52.6667","4,295 MB","4503220224.0000","0 %","0.0000","100 %","0000010000"
"12/17/2023 1:30:00 PM - 2:30:00 PM","45277.3750000000","52 %","52.1667","4,284 MB","4492233386.6667","0 %","0.0000","100 %","0000010000"
"12/17/2023 2:30:00 PM - 3:30:00 PM","45277.4166666667","52 %","52.1667","4,289 MB","4496972458.6667","0 %","0.0000","100 %","0000010000"
"12/17/2023 3:30:00 PM - 4:30:00 PM","45277.4583333333","52 %","52.1667","4,284 MB","4491790336.0000","0 %","0.0000","100 %","0000010000"
"12/17/2023 4:30:00 PM - 5:30:00 PM","45277.5000000000","52 %","52.1667","4,288 MB","4496064512.0000","0 %","0.0000","100 %","0000010000"
"12/17/2023 5:30:00 PM - 6:30:00 PM","45277.5416666667","52 %","52.3333","4,301 MB","4509566976.0000","0 %","0.0000","100 %","0000010000"
"12/17/2023 6:30:00 PM - 7:30:00 PM","45277.5833333333","53 %","53.1667","4,378 MB","4590910122.6667","0 %","0.0000","100 %","0000010000"
"12/17/2023 7:30:00 PM - 8:30:00 PM","45277.6250000000","54 %","54.0000","4,410 MB","4623814656.0000","0 %","0.0000","100 %","0000010000"
"12/17/2023 8:30:00 PM - 9:30:00 PM","45277.6666666667","54 %","54.0000","4,422 MB","4636336128.0000","0 %","0.0000","100 %","0000010000"
"12/17/2023 9:30:00 PM - 10:30:00 PM","45277.7083333333","54 %","54.0000","4,427 MB","4642077354.6667","0 %","0.0000","100 %","0000010000"
"12/17/2023 10:30:00 PM - 11:30:00 PM","45277.7500000000","54 %","54.0000","4,427 MB","4641628842.6667","0 %","0.0000","100 %","0000010000"
"12/17/2023 11:30:00 PM - 12:30:00 AM","45277.7916666667","54 %","54.0000","4,418 MB","4632233984.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 12:30:00 AM - 1:30:00 AM","45277.8333333333","54 %","54.0000","4,418 MB","4632375978.6667","0 %","0.0000","100 %","0000010000"
"12/18/2023 1:30:00 AM - 2:30:00 AM","45277.8750000000","54 %","54.0000","4,433 MB","4648787968.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 2:30:00 AM - 3:30:00 AM","45277.9166666667","54 %","54.0000","4,410 MB","4623953920.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 3:30:00 AM - 4:30:00 AM","45277.9583333333","54 %","54.0000","4,410 MB","4624575829.3333","0 %","0.0000","100 %","0000010000"
"12/18/2023 4:30:00 AM - 5:30:00 AM","45278.0000000000","54 %","54.3333","4,447 MB","4662560085.3333","0 %","0.0000","100 %","0000010000"
"12/18/2023 5:30:00 AM - 6:30:00 AM","45278.0416666667","55 %","55.3333","4,536 MB","4755912704.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 6:30:00 AM - 7:30:00 AM","45278.0833333333","56 %","55.5000","4,537 MB","4757755904.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 7:30:00 AM - 8:30:00 AM","45278.1250000000","56 %","55.5000","4,545 MB","4765874858.6667","0 %","0.0000","100 %","0000010000"
"12/18/2023 8:30:00 AM - 9:30:00 AM","45278.1666666667","55 %","55.3333","4,531 MB","4751578453.3333","0 %","0.0000","100 %","0000010000"
"12/18/2023 9:30:00 AM - 10:30:00 AM","45278.2083333333","55 %","55.1667","4,534 MB","4754291370.6667","0 %","0.0000","100 %","0000010000"
"12/18/2023 10:30:00 AM - 11:30:00 AM","45278.2500000000","55 %","55.3333","4,522 MB","4741703680.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 11:30:00 AM - 12:30:00 PM","45278.2916666667","55 %","55.3333","4,545 MB","4765560832.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 12:30:00 PM - 1:30:00 PM","45278.3333333333","57 %","56.8333","4,657 MB","4883193856.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 1:30:00 PM - 2:30:00 PM","45278.3750000000","57 %","57.0000","4,677 MB","4904420010.6667","0 %","0.0000","100 %","0000010000"
"12/18/2023 2:30:00 PM - 3:30:00 PM","45278.4166666667","57 %","56.8333","4,653 MB","4879113557.3333","0 %","0.0000","100 %","0000010000"
"12/18/2023 3:30:00 PM - 4:30:00 PM","45278.4583333333","57 %","56.6667","4,644 MB","4869484544.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 4:30:00 PM - 5:30:00 PM","45278.5000000000","56 %","56.5000","4,628 MB","4853022720.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 5:30:00 PM - 6:30:00 PM","45278.5416666667","57 %","56.6667","4,641 MB","4866230272.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 6:30:00 PM - 7:30:00 PM","45278.5833333333","57 %","57.0000","4,658 MB","4884622677.3333","0 %","0.0000","100 %","0000010000"
"12/18/2023 7:30:00 PM - 8:30:00 PM","45278.6250000000","58 %","57.5000","4,708 MB","4936664405.3333","0 %","0.0000","100 %","0000010000"
"12/18/2023 8:30:00 PM - 9:30:00 PM","45278.6666666667","58 %","58.1667","4,768 MB","4999458816.0000","0 %","0.0000","100 %","0000010000"
"12/18/2023 9:30:00 PM - 10:30:00 PM","45278.7083333333","58 %","57.8333","4,738 MB","4967732565.3333","0 %","0.0000","100 %","0000010000"
"12/18/2023 10:30:00 PM - 11:30:00 PM","45278.7500000000","58 %","58.0000","4,760 MB","4991283882.6667","0 %","0.0000","100 %","0000010000"
"12/18/2023 11:30:00 PM - 12:30:00 AM","45278.7916666667","58 %","58.0000","4,774 MB","5005520213.3333","0 %","0.0000","100 %","0000010000"
"12/19/2023 12:30:00 AM - 1:30:00 AM","45278.8333333333","58 %","58.0000","4,775 MB","5007229610.6667","0 %","0.0000","100 %","0000010000"
"12/19/2023 1:30:00 AM - 2:30:00 AM","45278.8750000000","58 %","58.3333","4,788 MB","5020113578.6667","0 %","0.0000","100 %","0000010000"
"12/19/2023 2:30:00 AM - 3:30:00 AM","45278.9166666667","58 %","58.3333","4,781 MB","5013659648.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 3:30:00 AM - 4:30:00 AM","45278.9583333333","58 %","58.0000","4,770 MB","5001423530.6667","0 %","0.0000","100 %","0000010000"
"12/19/2023 4:30:00 AM - 5:30:00 AM","45279.0000000000","58 %","58.3333","4,778 MB","5010579456.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 5:30:00 AM - 6:30:00 AM","45279.0416666667","58 %","58.3333","4,780 MB","5011838976.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 6:30:00 AM - 7:30:00 AM","45279.0833333333","58 %","58.1667","4,775 MB","5006567424.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 7:30:00 AM - 8:30:00 AM","45279.1250000000","60 %","59.5000","4,885 MB","5122398208.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 8:30:00 AM - 9:30:00 AM","45279.1666666667","60 %","60.1667","4,950 MB","5190698325.3333","0 %","0.0000","100 %","0000010000"
"12/19/2023 9:30:00 AM - 10:30:00 AM","45279.2083333333","60 %","60.3333","4,949 MB","5189168469.3333","0 %","0.0000","100 %","0000010000"
"12/19/2023 10:30:00 AM - 11:30:00 AM","45279.2500000000","60 %","60.3333","4,947 MB","5187584000.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 11:30:00 AM - 12:30:00 PM","45279.2916666667","60 %","59.8333","4,913 MB","5151201962.6667","0 %","0.0000","100 %","0000010000"
"12/19/2023 12:30:00 PM - 1:30:00 PM","45279.3333333333","60 %","60.1667","4,925 MB","5164102997.3333","0 %","0.0000","100 %","0000010000"
"12/19/2023 1:30:00 PM - 2:30:00 PM","45279.3750000000","60 %","60.0000","4,912 MB","5150527488.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 2:30:00 PM - 3:30:00 PM","45279.4166666667","60 %","60.3333","4,973 MB","5214907050.6667","0 %","0.0000","100 %","0000010000"
"12/19/2023 3:30:00 PM - 4:30:00 PM","45279.4583333333","62 %","62.3333","5,098 MB","5345904640.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 4:30:00 PM - 5:30:00 PM","45279.5000000000","62 %","62.1667","5,084 MB","5330731008.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 5:30:00 PM - 6:30:00 PM","45279.5416666667","62 %","62.1667","5,088 MB","5334777173.3333","0 %","0.0000","100 %","0000010000"
"12/19/2023 6:30:00 PM - 7:30:00 PM","45279.5833333333","62 %","62.0000","5,114 MB","5361999872.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 7:30:00 PM - 8:30:00 PM","45279.6250000000","62 %","62.3333","5,116 MB","5364972885.3333","0 %","0.0000","100 %","0000010000"
"12/19/2023 8:30:00 PM - 9:30:00 PM","45279.6666666667","62 %","62.1667","5,094 MB","5341132800.0000","0 %","0.0000","100 %","0000010000"
"12/19/2023 9:30:00 PM - 10:30:00 PM","45279.7083333333","62 %","62.1667","5,108 MB","5355988309.3333","0 %","0.0000","100 %","0000010000"
"12/19/2023 10:30:00 PM - 11:30:00 PM","45279.7500000000","62 %","62.0000","5,093 MB","5340470613.3333","0 %","0.0000","100 %","0000010000"
"12/19/2023 11:30:00 PM - 12:30:00 AM","45279.7916666667","62 %","62.0000","5,098 MB","5346065066.6667","0 %","0.0000","100 %","0000010000"
"12/20/2023 12:30:00 AM - 1:30:00 AM","45279.8333333333","61 %","61.0000","5,020 MB","5263863125.3333","0 %","0.0000","100 %","0000010000"
"12/20/2023 1:30:00 AM - 2:30:00 AM","45279.8750000000","61 %","61.0000","5,020 MB","5264107520.0000","0 %","0.0000","100 %","0000010000"
"12/20/2023 2:30:00 AM - 3:30:00 AM","45279.9166666667","61 %","61.0000","5,009 MB","5252485802.6667","0 %","0.0000","100 %","0000010000"
"12/20/2023 3:30:00 AM - 4:30:00 AM","45279.9583333333","61 %","61.3333","5,029 MB","5272943274.6667","0 %","0.0000","100 %","0000010000"
"12/20/2023 4:30:00 AM - 5:30:00 AM","45280.0000000000","62 %","61.5000","5,038 MB","5282878122.6667","0 %","0.0000","100 %","0000010000"
"12/20/2023 5:30:00 AM - 6:30:00 AM","45280.0416666667","62 %","61.6667","5,045 MB","5289587370.6667","0 %","0.0000","100 %","0000010000"
"12/20/2023 6:30:00 AM - 7:30:00 AM","45280.0833333333","62 %","61.6667","5,041 MB","5286332416.0000","0 %","0.0000","100 %","0000010000"
"12/20/2023 7:30:00 AM - 8:30:00 AM","45280.1250000000","61 %","61.0000","5,029 MB","5273263445.3333","0 %","0.0000","100 %","0000010000"
"12/20/2023 8:30:00 AM - 9:30:00 AM","45280.1666666667","61 %","61.3333","5,035 MB","5279528277.3333","0 %","0.0000","100 %","0000010000"
"12/20/2023 9:30:00 AM - 10:30:00 AM","45280.2083333333","61 %","61.3333","5,033 MB","5277537621.3333","0 %","0.0000","100 %","0000010000"
"12/20/2023 10:30:00 AM - 11:30:00 AM","45280.2500000000","61 %","61.3333","5,028 MB","5272295424.0000","0 %","0.0000","100 %","0000010000"
"12/20/2023 11:30:00 AM - 12:30:00 PM","45280.2916666667","62 %","61.8333","5,061 MB","5306981034.6667","0 %","0.0000","100 %","0000010000"
"12/20/2023 12:30:00 PM - 1:30:00 PM","45280.3333333333","62 %","62.0000","5,072 MB","5318249130.6667","0 %","0.0000","100 %","0000010000"
"12/20/2023 1:30:00 PM - 2:30:00 PM","45280.3750000000","62 %","61.6667","5,048 MB","5293445120.0000","0 %","0.0000","100 %","0000010000"
"12/20/2023 2:30:00 PM - 3:30:00 PM","45280.4166666667","62 %","62.0000","5,061 MB","5306750976.0000","0 %","0.0000","100 %","0000010000"
"12/20/2023 3:30:00 PM - 4:30:00 PM","45280.4583333333","62 %","61.6667","5,047 MB","5292599296.0000","0 %","0.0000","100 %","0000010000"
"12/20/2023 4:30:00 PM - 5:30:00 PM","45280.5000000000","62 %","61.6667","5,051 MB","5296737621.3333","0 %","0.0000","100 %","0000010000"
"12/20/2023 5:30:00 PM - 6:30:00 PM","45280.5416666667","61 %","61.1667","5,008 MB","5250764800.0000","0 %","0.0000","100 %","0000010000"
"12/20/2023 6:30:00 PM - 7:30:00 PM","45280.5833333333","62 %","61.8333","5,060 MB","5305623893.3333","0 %","0.0000","100 %","0000010000"
"12/20/2023 7:30:00 PM - 8:30:00 PM","45280.6250000000","62 %","61.6667","5,054 MB","5299770026.6667","0 %","0.0000","100 %","0000010000"
"12/20/2023 8:30:00 PM - 9:30:00 PM","45280.6666666667","62 %","61.6667","5,052 MB","5297382058.6667","0 %","0.0000","100 %","0000010000"
"12/20/2023 9:30:00 PM - 10:30:00 PM","45280.7083333333","62 %","61.6667","5,046 MB","5291556181.3333","0 %","0.0000","100 %","0000010000"
"12/20/2023 10:30:00 PM - 11:30:00 PM","45280.7500000000","62 %","61.5000","5,030 MB","5274006186.6667","0 %","0.0000","100 %","0000010000"
"12/20/2023 11:30:00 PM - 12:30:00 AM","45280.7916666667","62 %","61.6667","5,047 MB","5291934378.6667","0 %","0.0000","100 %","0000010000"
"12/21/2023 12:30:00 AM - 1:30:00 AM","45280.8333333333","62 %","61.6667","5,044 MB","5289405781.3333","0 %","0.0000","100 %","0000010000"
"12/21/2023 1:30:00 AM - 2:30:00 AM","45280.8750000000","62 %","62.0000","5,050 MB","5295237120.0000","0 %","0.0000","100 %","0000010000"
"12/21/2023 2:30:00 AM - 3:30:00 AM","45280.9166666667","61 %","61.3333","5,033 MB","5277535573.3333","0 %","0.0000","100 %","0000010000"
"12/21/2023 3:30:00 AM - 4:30:00 AM","45280.9583333333","61 %","61.3333","5,035 MB","5279374677.3333","0 %","0.0000","100 %","0000010000"
"12/21/2023 4:30:00 AM - 5:30:00 AM","45281.0000000000","62 %","62.0000","5,075 MB","5321463125.3333","0 %","0.0000","100 %","0000010000"
"12/21/2023 5:30:00 AM - 6:30:00 AM","45281.0416666667","62 %","62.0000","5,076 MB","5322553344.0000","0 %","0.0000","100 %","0000010000"
"12/21/2023 6:30:00 AM - 7:30:00 AM","45281.0833333333","62 %","62.0000","5,078 MB","5325137920.0000","0 %","0.0000","100 %","0000010000"
"12/21/2023 7:30:00 AM - 8:30:00 AM","45281.1250000000","62 %","62.0000","5,079 MB","5325917525.3333","0 %","0.0000","100 %","0000010000"
"12/21/2023 8:30:00 AM - 9:30:00 AM","45281.1666666667","62 %","62.0000","5,078 MB","5324705109.3333","0 %","0.0000","100 %","0000010000"
"12/21/2023 9:30:00 AM - 10:30:00 AM","45281.2083333333","62 %","61.6667","5,055 MB","5300705962.6667","0 %","0.0000","100 %","0000010000"
"12/21/2023 10:30:00 AM - 11:30:00 AM","45281.2500000000","62 %","61.8333","5,063 MB","5308680192.0000","0 %","0.0000","100 %","0000010000"
"12/21/2023 11:30:00 AM - 12:30:00 PM","45281.2916666667","62 %","61.5000","5,054 MB","5299671722.6667","0 %","0.0000","100 %","0000010000"
"12/21/2023 12:30:00 PM - 1:30:00 PM","45281.3333333333","62 %","61.6667","5,060 MB","5306307242.6667","0 %","0.0000","100 %","0000010000"
"12/21/2023 1:30:00 PM - 2:30:00 PM","45281.3750000000","62 %","61.6667","5,060 MB","5306152277.3333","0 %","0.0000","100 %","0000010000"
"12/21/2023 2:30:00 PM - 3:30:00 PM","45281.4166666667","62 %","62.0000","5,083 MB","5330236074.6667","0 %","0.0000","100 %","0000010000"
"12/21/2023 3:30:00 PM - 4:30:00 PM","45281.4583333333","62 %","61.8333","5,063 MB","5308650154.6667","0 %","0.0000","100 %","0000010000"
"12/21/2023 4:30:00 PM - 5:30:00 PM","45281.5000000000","62 %","61.6667","5,058 MB","5303455744.0000","0 %","0.0000","100 %","0000010000"
"12/21/2023 5:30:00 PM - 6:30:00 PM","45281.5416666667","61 %","60.6667","4,970 MB","5211301888.0000","0 %","0.0000","100 %","0000010000"
"12/21/2023 6:30:00 PM - 7:30:00 PM","45281.5833333333","57 %","57.3333","4,706 MB","4934387029.3333","0 %","0.0000","100 %","0000010000"
"12/21/2023 7:30:00 PM - 8:30:00 PM","45281.6250000000","59 %","59.0000","4,852 MB","5088123562.6667","0 %","0.0000","100 %","0000010000"
"12/21/2023 8:30:00 PM - 9:30:00 PM","45281.6666666667","59 %","59.0000","4,854 MB","5089407658.6667","0 %","0.0000","100 %","0000010000"
"12/21/2023 9:30:00 PM - 10:30:00 PM","45281.7083333333","59 %","59.0000","4,834 MB","5069074432.0000","0 %","0.0000","100 %","0000010000"
"12/21/2023 10:30:00 PM - 11:30:00 PM","45281.7500000000","59 %","59.0000","4,846 MB","5081214976.0000","0 %","0.0000","100 %","0000010000"
"12/21/2023 11:30:00 PM - 12:30:00 AM","45281.7916666667","59 %","59.0000","4,853 MB","5089052379.4286","0 %","0.0000","100 %","0000010000"
"12/22/2023 12:30:00 AM - 1:30:00 AM","45281.8333333333","59 %","59.0000","4,863 MB","5099623765.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 1:30:00 AM - 2:30:00 AM","45281.8750000000","59 %","59.0000","4,865 MB","5100891477.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 2:30:00 AM - 3:30:00 AM","45281.9166666667","59 %","59.0000","4,846 MB","5081600000.0000","0 %","0.0000","100 %","0000010000"
"12/22/2023 3:30:00 AM - 4:30:00 AM","45281.9583333333","59 %","59.0000","4,837 MB","5072141653.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 4:30:00 AM - 5:30:00 AM","45282.0000000000","59 %","59.0000","4,837 MB","5072479573.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 5:30:00 AM - 6:30:00 AM","45282.0416666667","59 %","59.0000","4,842 MB","5077381120.0000","0 %","0.0000","100 %","0000010000"
"12/22/2023 6:30:00 AM - 7:30:00 AM","45282.0833333333","59 %","59.0000","4,845 MB","5080872277.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 7:30:00 AM - 8:30:00 AM","45282.1250000000","59 %","59.0000","4,842 MB","5077337429.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 8:30:00 AM - 9:30:00 AM","45282.1666666667","59 %","59.0000","4,837 MB","5072087040.0000","0 %","0.0000","100 %","0000010000"
"12/22/2023 9:30:00 AM - 10:30:00 AM","45282.2083333333","59 %","59.0000","4,850 MB","5085861205.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 10:30:00 AM - 11:30:00 AM","45282.2500000000","59 %","59.0000","4,823 MB","5057402197.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 11:30:00 AM - 12:30:00 PM","45282.2916666667","59 %","58.8333","4,837 MB","5071472640.0000","0 %","0.0000","100 %","0000010000"
"12/22/2023 12:30:00 PM - 1:30:00 PM","45282.3333333333","59 %","58.8333","4,831 MB","5066109610.6667","0 %","0.0000","100 %","0000010000"
"12/22/2023 1:30:00 PM - 2:30:00 PM","45282.3750000000","58 %","58.5000","4,812 MB","5046206464.0000","0 %","0.0000","100 %","0000010000"
"12/22/2023 2:30:00 PM - 3:30:00 PM","45282.4166666667","59 %","58.8333","4,811 MB","5044944896.0000","0 %","0.0000","100 %","0000010000"
"12/22/2023 3:30:00 PM - 4:30:00 PM","45282.4583333333","59 %","58.8333","4,837 MB","5072247466.6667","0 %","0.0000","100 %","0000010000"
"12/22/2023 4:30:00 PM - 5:30:00 PM","45282.5000000000","59 %","59.0000","4,853 MB","5088215722.6667","0 %","0.0000","100 %","0000010000"
"12/22/2023 5:30:00 PM - 6:30:00 PM","45282.5416666667","59 %","58.8333","4,813 MB","5046729386.6667","0 %","0.0000","100 %","0000010000"
"12/22/2023 6:30:00 PM - 7:30:00 PM","45282.5833333333","59 %","58.6667","4,816 MB","5050285397.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 7:30:00 PM - 8:30:00 PM","45282.6250000000","59 %","58.8333","4,836 MB","5070401536.0000","0 %","0.0000","100 %","0000010000"
"12/22/2023 8:30:00 PM - 9:30:00 PM","45282.6666666667","59 %","59.0000","4,850 MB","5085699413.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 9:30:00 PM - 10:30:00 PM","45282.7083333333","59 %","59.0000","4,849 MB","5084637184.0000","0 %","0.0000","100 %","0000010000"
"12/22/2023 10:30:00 PM - 11:30:00 PM","45282.7500000000","59 %","59.0000","4,853 MB","5088650581.3333","0 %","0.0000","100 %","0000010000"
"12/22/2023 11:30:00 PM - 12:30:00 AM","45282.7916666667","59 %","58.6667","4,806 MB","5039849472.0000","0 %","0.0000","100 %","0000010000"
"12/23/2023 12:30:00 AM - 1:30:00 AM","45282.8333333333","59 %","59.0000","4,865 MB","5101224618.6667","0 %","0.0000","100 %","0000010000"
"12/23/2023 1:30:00 AM - 2:30:00 AM","45282.8750000000","59 %","59.0000","4,864 MB","5099809450.6667","0 %","0.0000","100 %","0000010000"
"12/23/2023 2:30:00 AM - 3:30:00 AM","45282.9166666667","59 %","59.0000","4,848 MB","5083543552.0000","0 %","0.0000","100 %","0000010000"
"12/23/2023 3:30:00 AM - 4:30:00 AM","45282.9583333333","59 %","59.0000","4,832 MB","5066810709.3333","0 %","0.0000","100 %","0000010000"
"12/23/2023 4:30:00 AM - 5:30:00 AM","45283.0000000000","59 %","59.0000","4,839 MB","5073963008.0000","0 %","0.0000","100 %","0000010000"
"12/23/2023 5:30:00 AM - 6:30:00 AM","45283.0416666667","59 %","59.0000","4,842 MB","5076824064.0000","0 %","0.0000","100 %","0000010000"
"12/23/2023 6:30:00 AM - 7:30:00 AM","45283.0833333333","59 %","59.0000","4,831 MB","5065964202.6667","0 %","0.0000","100 %","0000010000"
"12/23/2023 7:30:00 AM - 8:30:00 AM","45283.1250000000","59 %","59.0000","4,832 MB","5066276864.0000","0 %","0.0000","100 %","0000010000"
"12/23/2023 8:30:00 AM - 9:30:00 AM","45283.1666666667","58 %","57.6667","4,722 MB","4951659861.3333","0 %","0.0000","100 %","0000010000"
"12/23/2023 9:30:00 AM - 10:30:00 AM","45283.2083333333","58 %","57.6667","4,707 MB","4935644501.3333","0 %","0.0000","100 %","0000010000"
"12/23/2023 10:30:00 AM - 11:30:00 AM","45283.2500000000","60 %","59.5000","4,874 MB","5111067989.3333","0 %","0.0000","100 %","0000010000"
"12/23/2023 11:30:00 AM - 12:30:00 PM","45283.2916666667","60 %","59.5000","4,880 MB","5117007189.3333","0 %","0.0000","100 %","0000010000"
"12/23/2023 12:30:00 PM - 1:30:00 PM","45283.3333333333","60 %","59.5000","4,880 MB","5116684288.0000","0 %","0.0000","100 %","0000010000"
